iter	Logloss
592	0.3221331008
593	0.322004283
594	0.3218119481
595	0.3217115795
596	0.3216022204
597	0.3214012354
598	0.3211841021
599	0.3210781747
600	0.3210637325
601	0.3208575815
602	0.3206578951
603	0.3206192662
604	0.3205780997
605	0.3204819727
606	0.3203902831
607	0.3201086631
608	0.3198569418
609	0.3197045034
610	0.319545888
611	0.3194532891
612	0.3193925535
613	0.3192407557
614	0.3189889994
615	0.3187925728
616	0.3186175361
617	0.3185530448
618	0.3181929166
619	0.3180834238
620	0.3179382864
621	0.3177526592
622	0.3177040739
623	0.3175347996
624	0.3175324837
625	0.3174603595
626	0.3172670003
627	0.317093279
628	0.3170832305
629	0.3170207628
630	0.3168519951
631	0.3168480514
632	0.3166777131
633	0.316533611
634	0.3163779126
635	0.3162206423
636	0.3160750665
637	0.316020836
638	0.3160204026
639	0.3158480561
640	0.3156925521
641	0.3156290909
642	0.3153370642
643	0.3153223067
644	0.3152375423
645	0.3150981553
646	0.3149367296
647	0.3148646092
648	0.3148126088
649	0.3146739694
650	0.3146149491
651	0.3145587179
652	0.3144372063
653	0.3142959585
654	0.3141794632
655	0.3140122569
656	0.313799591
657	0.3136087594
658	0.3135226333
659	0.3132220837
660	0.3131532498
661	0.3130711703
662	0.3129998679
663	0.3128919151
664	0.3127971849
665	0.3127320605
666	0.3125827146
667	0.3124349833
668	0.3123362335
669	0.312326811
670	0.3121950793
671	0.3118861542
672	0.3116345739
673	0.3114960385
674	0.311315921
675	0.3112195521
676	0.3109990503
677	0.3109035723
678	0.3106572219
679	0.310536472
680	0.31051985
681	0.3103608318
682	0.3101853949
683	0.310070676
684	0.3097895541
685	0.3094310707
686	0.3092977874
687	0.3092108717
688	0.3090742003
689	0.3088382478
690	0.308744115
691	0.3086005109
692	0.3084421483
693	0.3082987648
694	0.3082148031
695	0.3081742934
696	0.3080113592
697	0.3077782313
698	0.3074559683
699	0.3073574352
700	0.3071439181
701	0.3070586944
702	0.3068772604
703	0.3068271113
704	0.3065976892
705	0.3065010428
706	0.3063226228
707	0.3060735176
708	0.3059706892
709	0.3059316259
710	0.3058361417
711	0.3057479247
712	0.3056914257
713	0.3055623379
714	0.3054477878
715	0.3053715507
716	0.3053236635
717	0.3052748266
718	0.305169016
719	0.3050559902
720	0.3049253607
721	0.304784752
722	0.304663915
723	0.304592332
724	0.3043185043
725	0.3041813431
726	0.3040852094
727	0.3039094134
728	0.3036873346
729	0.3036332003
730	0.3034486838
731	0.3034114655
732	0.3031791607
733	0.3030692925
734	0.3028718736
735	0.3027429278
736	0.3025798241
737	0.3024863997
738	0.3023266355
739	0.3022513867
740	0.3021609226
741	0.3021454428
742	0.3020305145
743	0.3018308321
744	0.301680507
745	0.301458652
746	0.3014265424
747	0.3013062742
748	0.3012028439
749	0.3010888187
750	0.300997401
751	0.3008284013
752	0.3007589321
753	0.3004844017
754	0.3004152678
755	0.3002215924
756	0.3001074896
757	0.2999419281
758	0.2998525048
759	0.2996249874
760	0.2995075233
761	0.2994058282
762	0.2992882148
763	0.2991309878
764	0.298927028
765	0.2988708154
766	0.2986088157
767	0.2984643275
768	0.2984064738
769	0.2982770705
770	0.2981778709
771	0.2981343091
772	0.2980544661
773	0.2979548737
774	0.2977858576
775	0.2974529434
776	0.2972601656
777	0.2971853517
778	0.2970773556
779	0.2969843868
780	0.2969477946
781	0.2968275021
782	0.2967281811
783	0.2966851629
784	0.296511296
785	0.296328067
786	0.2961315775
787	0.2958563988
788	0.2957318036
789	0.2957047837
790	0.2956257502
791	0.2953775097
792	0.2952946382
793	0.2951550793
794	0.2949836141
795	0.2948449693
796	0.2947536367
797	0.2946462916
798	0.2944222103
799	0.2943358917
800	0.2941669999
801	0.2940170486
802	0.2939735334
803	0.2939373723
804	0.2937534586
805	0.2936920633
806	0.2935404006
807	0.2932910469
808	0.2932831549
809	0.2931469256
810	0.2930959811
811	0.2929566491
812	0.2928840188
813	0.29267511
814	0.2925487243
815	0.2924375527
816	0.2922531447
817	0.2921651567
818	0.2920823681
819	0.2920094088
820	0.2918307641
821	0.2917902729
822	0.2916628378
823	0.2915863556
824	0.2914919633
825	0.2914137404
826	0.2912847256
827	0.2910974875
828	0.291031188
829	0.2909213912
830	0.2907029636
831	0.290461425
832	0.2903805179
833	0.2903543107
834	0.2902006271
835	0.2900725735
836	0.2899010371
837	0.2898318248
838	0.2897200421
839	0.2895141873
840	0.2893678737
841	0.2891891218
842	0.2890329835
843	0.2888372039
844	0.2888007039
845	0.2885946173
846	0.2882815238
847	0.287896231
848	0.2877556068
849	0.2876535629
850	0.2875476255
851	0.2874095241
852	0.287215958
853	0.2870619225
854	0.2868906151
855	0.2867951751
856	0.2867145321
857	0.2866193492
858	0.2865828369
859	0.2865022676
860	0.2863552689
861	0.2862391695
862	0.2861668378
863	0.286068522
864	0.2858908424
865	0.2857688111
866	0.2857083069
867	0.2856319827
868	0.2855827238
869	0.2853437056
870	0.285233032
871	0.2851334622
872	0.2850607704
873	0.285006837
874	0.285004299
875	0.284880572
876	0.2847197067
877	0.2845895575
878	0.2843970582
879	0.2842565548
880	0.284092884
881	0.2840029865
882	0.2837436276
883	0.2836536396
884	0.2836483609
885	0.2835587639
886	0.2834288507
887	0.2833450629
888	0.2832004337
889	0.2830255368
890	0.2828400301
891	0.2827891469
892	0.2827840297
893	0.2827611728
894	0.2826146074
895	0.2825453108
896	0.2824886878
897	0.2823008753
898	0.2821368947
899	0.2818736374
900	0.2817974065
901	0.2816808804
902	0.2814512678
903	0.2813667075
904	0.2812745956
905	0.2810637258
906	0.280948683
907	0.2808234186
908	0.2807570883
909	0.280559378
910	0.2805080276
911	0.2804586355
912	0.2802807819
913	0.2802212327
914	0.2800341557
915	0.2799541258
916	0.2797946512
917	0.2796468472
918	0.2796201058
919	0.2794712257
920	0.2792815522
921	0.2790957919
922	0.2790307699
923	0.2788273655
924	0.2788177278
925	0.2786081799
926	0.2784593622
927	0.2783279101
928	0.2782464681
929	0.2781756874
930	0.2780081346
931	0.2778477855
932	0.2777090773
933	0.2776582671
934	0.2775620468
935	0.2773839643
936	0.2772246445
937	0.2771622317
938	0.2769524131
939	0.2768589121
940	0.2767347958
941	0.2765529737
942	0.2764904968
943	0.2764171669
944	0.2763669742
945	0.276259499
946	0.2760811998
947	0.2759836484
948	0.2758805883
949	0.2758757048
950	0.2758104343
951	0.275708586
952	0.2756536062
953	0.2753584956
954	0.2752722692
955	0.2752169747
956	0.2750380661
957	0.2749781281
958	0.2748626656
959	0.2748165064
960	0.2745989268
961	0.2744671681
962	0.27436621
963	0.2741385354
964	0.274017582
965	0.2738902903
966	0.2736109472
967	0.2735374341
968	0.2734254006
969	0.2733320278
970	0.2732015915
971	0.2731384285
972	0.273059071
973	0.2729943565
974	0.2727940734
975	0.2727107733
976	0.2726218572
977	0.2724171836
978	0.2722762712
979	0.2722397214
980	0.2721459508
981	0.2719760138
982	0.2718968634
983	0.2718034963
984	0.2717506171
985	0.2715106627
986	0.2714258224
987	0.2713562089
988	0.271287128
989	0.2710326421
990	0.2709115659
991	0.2708605451
992	0.2708011733
993	0.2707117359
994	0.2706183997
995	0.2705921667
996	0.2703809813
997	0.2703277512
998	0.2701328607
999	0.27004011
